epoch,train_mse_pca,val_mse_pca
1,110.61759485905291,70.25065437281076
2,60.43313728608977,66.17925831969355
3,54.37755981109713,64.98433932452134
4,51.3821962231749,66.05901970661861
5,49.136616649252886,65.05630940898483
6,47.698559011621306,66.61947058735879
7,46.46393345746346,67.13664431862988
8,45.63210470688887,66.54937267751201
