epoch,train_mse_pca,val_mse_pca
1,267.24795096772027,160.89423861078254
2,112.19839168484627,143.4591972816718
3,94.2255897281276,139.0720175443121
4,85.29592377391187,137.35392395879182
5,78.61486875548843,136.45779146722785
6,74.71059249099449,134.84552016280625
7,71.48663994813366,142.0821122720208
8,69.189129067602,143.6013975904581
9,67.11986265290808,139.39433037842943
10,64.94837604506888,139.91615460176422
11,63.763532931855806,142.3292833068561
