epoch,train_mse_pca,val_mse_pca
1,118.16308564591326,77.51200322254164
2,67.25603399556972,72.19571137764085
3,60.60737851385127,71.29876884496268
4,57.14463254613276,70.41155042334901
5,54.86760718340656,72.54199064729359
6,53.29389455921482,72.7264276065737
7,52.05936061418312,73.39014141100672
8,51.11158165141701,72.9680425437963
9,50.11535033093114,75.16641106404049
